Month,Year,Product_id,Region,Units_expected,Stock,Percentage
May,2025,2,Sureste,1020,913,89.51
February,2025,108,Noroeste,1697,1519,89.51
April,2025,56,Ciudad De México,1783,1596,89.51
May,2025,67,Sur,599,536,89.48
September,2025,81,Bajío,1378,1233,89.48
March,2025,100,Sur,798,714,89.47
March,2025,81,Noroeste,1206,1079,89.47
October,2025,124,Ciudad De México,976,873,89.45
November,2025,65,Sureste,1299,1162,89.45
May,2025,94,Sur,805,720,89.44
June,2025,33,Sureste,1117,999,89.44
May,2025,92,Sureste,596,533,89.43
August,2025,17,Noroeste,1325,1185,89.43
October,2025,24,Sur,463,414,89.42
April,2025,22,Sureste,567,507,89.42
February,2025,56,Sur,936,837,89.42
April,2025,25,Bajío,699,625,89.41
August,2025,37,Sureste,1170,1046,89.4
April,2025,99,Bajío,933,834,89.39
January,2025,95,Sur,1018,910,89.39
July,2025,88,Sur,452,404,89.38
October,2025,49,Sureste,762,681,89.37
August,2025,110,Sureste,1044,933,89.37
April,2025,117,Sur,865,773,89.36
February,2025,56,Bajío,1231,1100,89.36
September,2025,62,Zona Metropolitana De Monterrey,1316,1176,89.36
May,2025,125,Sureste,1457,1302,89.36
October,2025,50,Noroeste,883,789,89.35
December,2025,106,Sureste,1268,1133,89.35
June,2025,109,Bajío,1594,1424,89.34
July,2025,46,Sur,1021,912,89.32
June,2025,123,Noroeste,1057,944,89.31
September,2025,73,Bajío,1384,1236,89.31
July,2025,22,Sur,486,434,89.3
May,2025,45,Noroeste,1262,1127,89.3
February,2025,29,Sur,569,508,89.28
October,2025,45,Sur,1203,1074,89.28
April,2025,129,Noroeste,1632,1457,89.28
December,2025,84,Noroeste,1053,940,89.27
September,2025,55,Sureste,1277,1140,89.27
January,2025,4,Sur,829,740,89.26
June,2025,24,Sur,493,440,89.25
October,2025,61,Sur,977,872,89.25
April,2025,70,Sur,455,406,89.23
July,2025,74,Sur,947,845,89.23
September,2025,95,Sureste,1447,1291,89.22
May,2025,60,Sureste,695,620,89.21
February,2025,125,Zona Metropolitana De Monterrey,1992,1777,89.21
March,2025,71,Noroeste,1740,1552,89.2
April,2025,27,Sur,407,363,89.19
December,2025,16,Zona Metropolitana De Guadalajara,1922,1714,89.18
January,2025,126,Sur,682,608,89.15
February,2025,130,Bajío,1207,1076,89.15
November,2025,86,Sureste,672,599,89.14
June,2025,61,Sur,1020,909,89.12
January,2025,101,Sureste,1379,1229,89.12
September,2025,116,Noroeste,578,515,89.1
June,2025,66,Zona Metropolitana De Guadalajara,1496,1333,89.1
August,2025,38,Noroeste,1245,1109,89.08
March,2025,128,Bajío,915,815,89.07
December,2025,21,Sur,593,528,89.04
November,2025,127,Noroeste,1569,1397,89.04
May,2025,70,Bajío,647,576,89.03
July,2025,17,Sureste,1185,1055,89.03
November,2025,92,Noroeste,865,770,89.02
February,2025,114,Sureste,1239,1103,89.02
January,2025,19,Sur,1493,1329,89.02
August,2025,87,Bajío,1757,1564,89.02
June,2025,50,Sureste,764,680,89.01
April,2025,12,Sureste,1464,1303,89.0
April,2025,113,Zona Metropolitana De Guadalajara,2081,1852,89.0
June,2025,90,Sureste,536,477,88.99
October,2025,54,Sureste,1699,1512,88.99
March,2025,120,Bajío,916,815,88.97
December,2025,99,Noroeste,934,831,88.97
January,2025,85,Sureste,1034,920,88.97
February,2025,48,Zona Metropolitana De Guadalajara,1451,1291,88.97
January,2025,9,Noroeste,1241,1104,88.96
March,2025,92,Sureste,651,579,88.94
January,2025,18,Noroeste,1121,997,88.94
October,2025,79,Sur,1319,1173,88.93
September,2025,33,Sureste,1191,1059,88.92
September,2025,118,Bajío,1046,930,88.91
November,2025,75,Zona Metropolitana De Guadalajara,1253,1114,88.91
September,2025,125,Sureste,1468,1305,88.9
August,2025,74,Sur,891,792,88.89
December,2025,7,Noroeste,1134,1008,88.89
January,2025,36,Noroeste,1196,1063,88.88
September,2025,123,Sur,1132,1006,88.87
September,2025,6,Sur,871,774,88.86
August,2025,35,Noroeste,1059,941,88.86
September,2025,38,Zona Metropolitana De Guadalajara,1311,1165,88.86
May,2025,122,Sur,637,566,88.85
January,2025,60,Sur,752,668,88.83
November,2025,12,Noroeste,1556,1382,88.82
June,2025,67,Noroeste,536,476,88.81
February,2025,69,Noroeste,624,554,88.78
November,2025,12,Sureste,1480,1314,88.78
July,2025,35,Sur,962,854,88.77
March,2025,24,Sur,507,450,88.76
June,2025,18,Sur,1121,995,88.76
March,2025,67,Sur,540,479,88.7
June,2025,120,Ciudad De México,1266,1123,88.7
June,2025,88,Bajío,610,541,88.69
February,2025,23,Sureste,645,572,88.68
January,2025,121,Ciudad De México,980,869,88.67
November,2025,48,Sureste,1015,900,88.67
September,2025,45,Noroeste,1324,1174,88.67
March,2025,39,Noroeste,1023,907,88.66
April,2025,32,Sur,1093,969,88.66
September,2025,48,Sur,792,702,88.64
May,2025,105,Sureste,985,873,88.63
September,2025,126,Noroeste,930,824,88.6
August,2025,46,Zona Metropolitana De Monterrey,1542,1366,88.59
July,2025,10,Sur,849,752,88.57
March,2025,51,Sur,848,751,88.56
August,2025,98,Sureste,1643,1455,88.56
November,2025,75,Sur,961,851,88.55
August,2025,20,Sureste,1152,1020,88.54
July,2025,71,Noroeste,1597,1414,88.54
May,2025,117,Bajío,1177,1042,88.53
September,2025,101,Sur,1194,1057,88.53
May,2025,65,Noroeste,1404,1243,88.53
March,2025,76,Sureste,610,540,88.52
January,2025,30,Sur,627,555,88.52
September,2025,4,Sur,810,717,88.52
December,2025,75,Bajío,1028,910,88.52
May,2025,57,Sur,1220,1080,88.52
March,2025,95,Zona Metropolitana De Monterrey,1637,1449,88.52
August,2025,99,Sur,826,731,88.5
July,2025,83,Sur,1313,1162,88.5
October,2025,120,Bajío,729,645,88.48
November,2025,92,Sureste,633,560,88.47
June,2025,93,Bajío,1238,1095,88.45
March,2025,84,Bajío,1489,1317,88.45
November,2025,97,Sur,1419,1255,88.44
January,2025,120,Noroeste,683,604,88.43
March,2025,18,Bajío,1676,1482,88.42
April,2025,100,Sur,1086,960,88.4
March,2025,62,Sureste,1146,1013,88.39
December,2025,53,Noroeste,878,776,88.38
June,2025,44,Sur,1393,1231,88.37
December,2025,38,Sureste,1047,925,88.35
November,2025,8,Sureste,1029,909,88.34
January,2025,87,Zona Metropolitana De Guadalajara,1697,1499,88.33
November,2025,102,Noroeste,933,824,88.32
April,2025,47,Noroeste,1694,1496,88.31
June,2025,94,Zona Metropolitana De Guadalajara,1043,921,88.3
December,2025,12,Noroeste,1649,1456,88.3
September,2025,128,Zona Metropolitana De Guadalajara,1298,1146,88.29
September,2025,86,Sureste,554,489,88.27
February,2025,116,Sureste,631,557,88.27
May,2025,3,Sureste,810,715,88.27
December,2025,4,Bajío,918,810,88.24
November,2025,129,Sureste,1079,952,88.23
November,2025,10,Sureste,917,809,88.22
November,2025,42,Sureste,568,501,88.2
May,2025,91,Sur,644,568,88.2
April,2025,100,Noroeste,1033,911,88.19
November,2025,103,Sur,770,679,88.18
February,2025,58,Sureste,1125,992,88.18
January,2025,103,Sureste,820,723,88.17
May,2025,56,Sur,1023,902,88.17
April,2025,8,Bajío,1268,1118,88.17
October,2025,79,Noroeste,1368,1206,88.16
February,2025,22,Zona Metropolitana De Guadalajara,785,692,88.15
April,2025,123,Sureste,1173,1034,88.15
August,2025,26,Sureste,708,624,88.14
November,2025,43,Sur,1535,1353,88.14
June,2025,120,Sureste,834,735,88.13
December,2025,9,Noroeste,1186,1045,88.11
September,2025,71,Noroeste,1606,1415,88.11
January,2025,74,Sur,865,762,88.09
October,2025,9,Sur,915,806,88.09
April,2025,119,Noroeste,1593,1403,88.07
February,2025,24,Sur,628,553,88.06
February,2025,11,Sur,1348,1187,88.06
January,2025,14,Sur,1121,987,88.05
February,2025,49,Noroeste,1045,920,88.04
December,2025,25,Sureste,618,544,88.03
August,2025,103,Bajío,1210,1065,88.02
April,2025,80,Sur,784,690,88.01
September,2025,126,Zona Metropolitana De Guadalajara,1026,903,88.01
January,2025,107,Sur,1393,1226,88.01
April,2025,130,Bajío,1174,1033,87.99
August,2025,109,Bajío,1516,1334,87.99
July,2025,129,Ciudad De México,1957,1722,87.99
October,2025,42,Sur,649,571,87.98
February,2025,99,Sur,813,715,87.95
November,2025,66,Sureste,1137,1000,87.95
January,2025,76,Noroeste,597,525,87.94
February,2025,126,Sureste,871,766,87.94
February,2025,52,Sureste,904,795,87.94
September,2025,29,Zona Metropolitana De Monterrey,770,677,87.92
December,2025,121,Sureste,695,611,87.91
April,2025,93,Sur,1001,880,87.91
July,2025,107,Noroeste,1448,1273,87.91
December,2025,65,Noroeste,1481,1302,87.91
August,2025,101,Noroeste,1223,1075,87.9
October,2025,18,Sur,1517,1333,87.87
September,2025,41,Zona Metropolitana De Guadalajara,1615,1419,87.86
October,2025,32,Sur,1078,947,87.85
June,2025,12,Sureste,1531,1345,87.85
February,2025,120,Sur,559,491,87.84
January,2025,93,Sur,1143,1004,87.84
April,2025,50,Sur,764,671,87.83
January,2025,38,Sur,945,830,87.83
June,2025,13,Noroeste,1239,1088,87.81
February,2025,83,Bajío,1624,1426,87.81
November,2025,90,Bajío,697,612,87.8
December,2025,29,Sur,467,410,87.79
December,2025,62,Noroeste,1122,985,87.79
August,2025,32,Sureste,1147,1007,87.79
September,2025,80,Sur,859,754,87.78
May,2025,105,Sur,932,818,87.77
July,2025,39,Noroeste,1036,909,87.74
March,2025,47,Noroeste,1303,1143,87.72
December,2025,94,Ciudad De México,1352,1186,87.72
May,2025,26,Noroeste,651,571,87.71
October,2025,75,Sur,927,813,87.7
October,2025,86,Zona Metropolitana De Guadalajara,772,677,87.69
March,2025,53,Sur,706,619,87.68
September,2025,23,Sur,543,476,87.66
May,2025,76,Sureste,405,355,87.65
September,2025,63,Sureste,915,802,87.65
May,2025,130,Sureste,1003,879,87.64
June,2025,29,Noroeste,493,432,87.63
March,2025,83,Ciudad De México,2256,1977,87.63
August,2025,94,Sur,921,807,87.62
August,2025,43,Sureste,1664,1458,87.62
January,2025,104,Sureste,936,820,87.61
April,2025,63,Noroeste,1114,976,87.61
February,2025,50,Sur,734,643,87.6
October,2025,95,Sur,1064,932,87.59
February,2025,123,Sur,1136,995,87.59
September,2025,65,Sur,1489,1304,87.58
January,2025,56,Sur,909,796,87.57
June,2025,107,Bajío,1665,1458,87.57
February,2025,114,Zona Metropolitana De Guadalajara,1867,1635,87.57
April,2025,65,Sur,1728,1513,87.56
February,2025,116,Bajío,819,717,87.55
February,2025,116,Sur,666,583,87.54
February,2025,71,Sureste,1412,1236,87.54
September,2025,52,Noroeste,882,772,87.53
June,2025,7,Sureste,1034,905,87.52
September,2025,18,Sur,1226,1073,87.52
December,2025,8,Sur,800,700,87.5
January,2025,10,Sureste,832,728,87.5
June,2025,101,Sureste,1384,1211,87.5
August,2025,60,Sureste,575,503,87.48
December,2025,55,Sureste,1717,1502,87.48
January,2025,130,Sur,957,837,87.46
January,2025,80,Sureste,805,704,87.45
April,2025,35,Sur,1084,948,87.45
May,2025,75,Sur,844,738,87.44
April,2025,27,Sureste,533,466,87.43
January,2025,37,Sur,1122,981,87.43
May,2025,17,Noroeste,1732,1514,87.41
March,2025,51,Noroeste,897,784,87.4
May,2025,100,Zona Metropolitana De Monterrey,1641,1434,87.39
February,2025,68,Noroeste,1784,1559,87.39
December,2025,129,Noroeste,1157,1011,87.38
November,2025,98,Noroeste,1226,1071,87.36
November,2025,107,Sureste,1588,1387,87.34
November,2025,17,Sureste,1318,1151,87.33
September,2025,82,Sureste,986,861,87.32
June,2025,17,Noroeste,1948,1701,87.32
April,2025,118,Sureste,1064,929,87.31
February,2025,98,Sur,1190,1039,87.31
October,2025,27,Sur,441,385,87.3
March,2025,113,Sureste,1606,1402,87.3
March,2025,23,Sur,527,460,87.29
October,2025,12,Sureste,1486,1297,87.28
August,2025,44,Bajío,1186,1035,87.27
April,2025,127,Sur,1448,1263,87.22
February,2025,103,Noroeste,1048,914,87.21
June,2025,36,Sur,1102,961,87.21
April,2025,104,Sureste,867,756,87.2
December,2025,128,Sureste,796,694,87.19
August,2025,115,Sur,1194,1041,87.19
August,2025,41,Noroeste,1272,1109,87.19
April,2025,49,Sureste,1183,1031,87.15
March,2025,3,Sur,894,779,87.14
May,2025,119,Bajío,1687,1470,87.14
April,2025,83,Sureste,1429,1245,87.12
August,2025,49,Sur,923,804,87.11
September,2025,18,Noroeste,1311,1142,87.11
February,2025,54,Sur,1373,1196,87.11
May,2025,67,Bajío,837,729,87.1
September,2025,32,Bajío,1271,1107,87.1
November,2025,80,Sureste,798,695,87.09
June,2025,72,Noroeste,1278,1113,87.09
April,2025,130,Sureste,960,836,87.08
September,2025,116,Sureste,634,552,87.07
February,2025,94,Sur,727,633,87.07
November,2025,73,Sur,1405,1223,87.05
February,2025,75,Sur,779,678,87.03
October,2025,95,Noroeste,1670,1453,87.01
June,2025,108,Bajío,1515,1318,87.0
February,2025,118,Noroeste,1176,1023,86.99
September,2025,129,Sur,1390,1209,86.98
June,2025,85,Sur,897,780,86.96
October,2025,128,Sur,897,780,86.96
September,2025,108,Noroeste,1532,1332,86.95
July,2025,60,Ciudad De México,1011,879,86.94
May,2025,79,Ciudad De México,1853,1611,86.94
October,2025,36,Bajío,1377,1197,86.93
July,2025,129,Sureste,1276,1109,86.91
April,2025,26,Sureste,580,504,86.9
January,2025,101,Zona Metropolitana De Guadalajara,1773,1540,86.86
January,2025,121,Sureste,494,429,86.84
July,2025,81,Bajío,1054,915,86.81
July,2025,112,Zona Metropolitana De Guadalajara,1371,1190,86.8
June,2025,100,Bajío,1351,1172,86.75
February,2025,62,Sur,1101,955,86.74
February,2025,25,Sur,482,418,86.72
May,2025,48,Sureste,806,699,86.72
November,2025,35,Bajío,1181,1024,86.71
August,2025,82,Noroeste,895,776,86.7
July,2025,47,Bajío,1631,1414,86.7
September,2025,114,Zona Metropolitana De Monterrey,1848,1602,86.69
February,2025,14,Sur,1276,1106,86.68
January,2025,113,Sureste,1746,1513,86.66
December,2025,23,Noroeste,502,435,86.65
April,2025,82,Sur,749,649,86.65
July,2025,105,Noroeste,1004,870,86.65
December,2025,19,Sur,1236,1071,86.65
December,2025,53,Zona Metropolitana De Monterrey,891,772,86.64
June,2025,41,Bajío,1511,1309,86.63
November,2025,92,Sur,822,712,86.62
August,2025,25,Zona Metropolitana De Monterrey,768,665,86.59
October,2025,73,Sur,1141,988,86.59
September,2025,123,Sureste,1342,1162,86.59
June,2025,63,Noroeste,1103,955,86.58
February,2025,36,Sureste,1221,1057,86.57
April,2025,37,Sur,907,785,86.55
March,2025,36,Sur,1084,938,86.53
July,2025,66,Sur,1151,996,86.53
April,2025,52,Sur,1023,885,86.51
July,2025,51,Sur,918,794,86.49
March,2025,44,Sur,1235,1068,86.48
December,2025,97,Sur,1501,1298,86.48
September,2025,37,Zona Metropolitana De Monterrey,1701,1471,86.48
November,2025,118,Bajío,1181,1021,86.45
February,2025,38,Sureste,1113,962,86.43
March,2025,42,Sur,765,661,86.41
June,2025,23,Ciudad De México,839,725,86.41
October,2025,79,Ciudad De México,2229,1926,86.41
October,2025,39,Sureste,1081,934,86.4
July,2025,29,Noroeste,668,577,86.38
March,2025,3,Sureste,828,715,86.35
February,2025,45,Sur,923,797,86.35
October,2025,58,Sureste,1341,1158,86.35
March,2025,120,Sur,644,556,86.34
July,2025,69,Sureste,717,619,86.33
May,2025,40,Sur,972,839,86.32
May,2025,104,Sur,1082,934,86.32
March,2025,115,Sur,1205,1040,86.31
January,2025,27,Sureste,546,471,86.26
January,2025,105,Sur,1150,992,86.26
June,2025,107,Sureste,1652,1425,86.26
May,2025,115,Noroeste,1331,1148,86.25
March,2025,83,Bajío,1658,1430,86.25
March,2025,24,Sureste,567,489,86.24
May,2025,5,Sur,762,657,86.22
November,2025,76,Sureste,623,537,86.2
October,2025,54,Noroeste,1565,1349,86.2
January,2025,80,Sur,868,748,86.18
October,2025,15,Sur,1541,1328,86.18
March,2025,16,Ciudad De México,1845,1590,86.18
September,2025,35,Sur,976,841,86.17
August,2025,69,Sureste,636,548,86.16
July,2025,52,Bajío,1061,914,86.15
September,2025,39,Sur,1321,1138,86.15
April,2025,120,Ciudad De México,966,832,86.13
January,2025,24,Sur,525,452,86.1
February,2025,90,Noroeste,676,582,86.09
April,2025,124,Noroeste,690,594,86.09
July,2025,48,Sureste,798,687,86.09
July,2025,25,Zona Metropolitana De Monterrey,884,761,86.09
May,2025,48,Bajío,978,842,86.09
November,2025,16,Bajío,1430,1231,86.08
April,2025,102,Sur,724,623,86.05
July,2025,36,Noroeste,917,789,86.04
February,2025,20,Sureste,1175,1011,86.04
April,2025,11,Sur,1317,1133,86.03
February,2025,128,Noroeste,608,523,86.02
June,2025,78,Sureste,1066,917,86.02
January,2025,96,Sur,1309,1126,86.02
August,2025,35,Sur,1001,861,86.01
July,2025,19,Sureste,1287,1107,86.01
November,2025,34,Sureste,1186,1020,86.0
April,2025,72,Noroeste,1293,1112,86.0
July,2025,88,Sureste,664,571,85.99
July,2025,69,Noroeste,671,577,85.99
December,2025,126,Bajío,813,699,85.98
August,2025,8,Noroeste,1227,1055,85.98
June,2025,62,Noroeste,1297,1115,85.97
April,2025,69,Noroeste,769,661,85.96
November,2025,89,Sureste,1204,1035,85.96
November,2025,89,Sur,1254,1078,85.96
September,2025,98,Sureste,1474,1267,85.96
June,2025,48,Sur,825,709,85.94
December,2025,7,Sur,831,714,85.92
September,2025,71,Ciudad De México,2309,1984,85.92
November,2025,81,Sur,1185,1018,85.91
January,2025,47,Sur,1455,1250,85.91
October,2025,35,Sureste,1154,991,85.88
June,2025,114,Sureste,1472,1264,85.87
February,2025,124,Bajío,764,656,85.86
February,2025,110,Zona Metropolitana De Guadalajara,1464,1257,85.86
November,2025,103,Noroeste,904,776,85.84
December,2025,110,Noroeste,989,849,85.84
September,2025,123,Zona Metropolitana De Guadalajara,1621,1391,85.81
February,2025,62,Noroeste,1014,870,85.8
October,2025,108,Zona Metropolitana De Guadalajara,1556,1335,85.8
August,2025,37,Noroeste,1194,1024,85.76
March,2025,93,Sur,1201,1030,85.76
June,2025,55,Sur,1346,1154,85.74
October,2025,67,Ciudad De México,1226,1051,85.73
June,2025,126,Sureste,817,700,85.68
October,2025,2,Sureste,1145,981,85.68
April,2025,9,Zona Metropolitana De Guadalajara,1613,1382,85.68
October,2025,19,Sur,1528,1309,85.67
November,2025,5,Sur,843,722,85.65
September,2025,22,Sur,550,471,85.64
April,2025,33,Sur,989,847,85.64
January,2025,114,Sureste,1107,948,85.64
February,2025,34,Noroeste,1308,1120,85.63
May,2025,30,Sur,542,464,85.61
August,2025,54,Bajío,1840,1575,85.6
March,2025,48,Sur,929,795,85.58
May,2025,74,Sur,907,776,85.56
December,2025,76,Sur,602,515,85.55
November,2025,99,Sur,872,746,85.55
September,2025,13,Bajío,1665,1424,85.53
November,2025,39,Sur,1105,945,85.52
November,2025,43,Noroeste,2023,1730,85.52
May,2025,95,Sur,1332,1139,85.51
March,2025,15,Bajío,1670,1428,85.51
September,2025,76,Noroeste,516,441,85.47
April,2025,38,Sur,1122,959,85.47
February,2025,8,Sureste,873,746,85.45
January,2025,108,Sureste,1223,1045,85.45
May,2025,69,Sur,673,575,85.44
May,2025,106,Sur,1187,1014,85.43
August,2025,72,Noroeste,1483,1267,85.43
January,2025,5,Sureste,868,741,85.37
December,2025,31,Sur,957,817,85.37
March,2025,100,Sureste,1065,909,85.35
August,2025,81,Sureste,1002,855,85.33
October,2025,22,Sureste,558,476,85.3
January,2025,65,Sur,1346,1148,85.29
February,2025,41,Sur,983,838,85.25
May,2025,36,Sureste,1200,1023,85.25
May,2025,30,Bajío,691,589,85.24
March,2025,6,Sur,813,693,85.24
February,2025,53,Sureste,813,693,85.24
February,2025,2,Sur,1003,855,85.24
June,2025,115,Sur,1212,1033,85.23
June,2025,45,Sureste,1435,1223,85.23
October,2025,91,Sur,521,444,85.22
February,2025,44,Sureste,1130,963,85.22
January,2025,47,Bajío,1820,1551,85.22
June,2025,88,Sur,480,409,85.21
July,2025,104,Sur,933,795,85.21
June,2025,37,Sur,938,799,85.18
July,2025,30,Sur,539,459,85.16
December,2025,96,Bajío,2073,1765,85.14
April,2025,3,Sureste,787,670,85.13
June,2025,89,Noroeste,1371,1167,85.12
April,2025,111,Sur,631,537,85.1
September,2025,126,Sureste,785,668,85.1
March,2025,10,Zona Metropolitana De Monterrey,1352,1150,85.06
June,2025,82,Sureste,816,694,85.05
December,2025,67,Bajío,862,733,85.03
April,2025,29,Sureste,480,408,85.0
June,2025,98,Bajío,1707,1451,85.0
September,2025,27,Sur,473,402,84.99
August,2025,16,Sureste,1419,1206,84.99
April,2025,105,Noroeste,1341,1139,84.94
August,2025,41,Sur,1279,1086,84.91
November,2025,6,Sur,715,607,84.9
October,2025,48,Sureste,987,838,84.9
January,2025,21,Sur,589,500,84.89
June,2025,40,Sur,1019,865,84.89
July,2025,44,Noroeste,1357,1152,84.89
April,2025,2,Sureste,853,724,84.88
November,2025,51,Noroeste,998,847,84.87
July,2025,36,Sur,1097,931,84.87
June,2025,110,Sur,1130,959,84.87
April,2025,71,Sur,1524,1293,84.84
June,2025,22,Noroeste,526,446,84.79
October,2025,126,Noroeste,913,774,84.78
August,2025,127,Sur,1340,1136,84.78
January,2025,86,Sur,512,434,84.77
March,2025,42,Ciudad De México,1109,940,84.76
January,2025,102,Sur,977,828,84.75
October,2025,95,Zona Metropolitana De Monterrey,1856,1573,84.75
July,2025,68,Bajío,2085,1767,84.75
March,2025,126,Bajío,1029,872,84.74
September,2025,20,Sureste,1520,1288,84.74
March,2025,103,Sur,917,777,84.73
April,2025,45,Sur,1007,853,84.71
June,2025,52,Sureste,751,636,84.69
June,2025,106,Noroeste,1470,1245,84.69
April,2025,126,Noroeste,901,763,84.68
June,2025,129,Sureste,1402,1187,84.66
July,2025,113,Sur,1021,864,84.62
April,2025,80,Noroeste,773,654,84.61
November,2025,96,Sur,1319,1116,84.61
